Country,Year,GDP_per_capita,Population,Female_population,Male_population,Life_expectancy,GDP(inflation_adjusted),External_debt,Agriculture(percent_of_GDP),Industry(percent_of_GDP),Service(percent_of_GDP),Imports(percent_of_GDP),Exports(percent_of_GDP),Continent
Albania,1/1/1996,4326,3112597,1546609,1559287,73.9,3083504202,490915000,33.02560989,20.16527064,46.80911947,35.23078755,12.31651656,Europe
Albania,1/1/1998,4434,3079037,1540419,1535209,73.8,3120648082,626487000,32.60271937,16.02778772,51.36949291,34.37350669,10.76140285,Europe
Albania,1/1/2000,5305,3071856,1542764,1524792,74.2,3686649387,1060765000,29.13058321,19.00922719,51.8601896,37.48980373,19.13553544,Europe
Albania,1/1/2002,5913,3089778,1550949,1525333,74.5,4059111575,1117897000,26.31162202,18.51702319,55.17135479,46.71660142,20.41930729,Europe
Albania,1/1/2004,6672,3124861,1564196,1534481,74.4,4543619309,1547172000,23.49999893,21.19999903,55.30000203,43.30650154,21.5421184,Europe
Albania,1/1/2006,7476,3156607,1577761,1543990,74.5,5033194290,2342944000,22,20.29879931,57.70120069,49.1511396,25.09052628,Europe
Albania,1/1/2008,8644,3181397,1590857,1552434,74.9,5740574515,3188168000,20.30465525,19.08644218,60.60890257,56.11927665,29.51131757,Europe
Algeria,1/1/1996,9375,28786855,14251339,14508537,72.1,48889689496,33644517000,11.76669856,51.23046342,37.00283663,23.94469955,29.76044833,Africa
Algeria,1/1/1998,9646,29673694,14689212,14957174,72.9,51948279105,30680939000,12.53328136,46.14701934,41.31969804,22.51609655,22.57835401,Africa
Algeria,1/1/2000,9885,30533827,15114048,15392006,73.2,54790058957,25380564000,8.879883556,58.60671743,32.51340406,21.35423872,41.17535301,Africa
Algeria,1/1/2002,10634,31441848,15561640,15852474,73.6,58856686557,22832586000,10.00359807,53.08863919,36.90775802,25.39997126,35.07614983,Africa
Algeria,1/1/2004,11575,32396048,16030519,16335606,74.2,66189522629,22178468000,10.18849348,56.35439116,33.45711882,25.65212315,40.07188497,Africa
Algeria,1/1/2006,12088,33391954,16516584,16834894,74.8,70956491567,5720795000,7.988788539,62.29710371,29.71410775,21.51668233,48.60784774,Africa
Algeria,1/1/2008,12314,34428028,17021521,17351905,75.3,74839230786,5475649000,6.920099503,62.11857814,30.96132236,22.9086299,46.27365752,Africa
Angola,1/1/1996,3091,12452725,6536823,6350962,51,7448767728,10545818000,7.026869166,67.82067594,25.1524549,68.29997094,82.72225531,Africa
Angola,1/1/1998,3376,13138265,6871104,6676297,51.6,8584134106,10784075000,13.03375828,55.68094025,31.28530147,73.14289242,56.72313672,Africa
Angola,1/1/2000,3387,13926373,7242002,7037516,52.6,9129180361,9407764000,5.664689564,72.12295494,22.21235549,62.82775771,89.62620582,Africa
Angola,1/1/2002,3759,14890474,7689732,7474294,53.8,10780448534,8739237000,7.853170077,68.1866561,23.96017382,62.19779164,74.95383879,Africa
Angola,1/1/2004,4087,15957460,8181475,7953990,55.2,12382535739,9362156000,8.626682901,66.1012866,25.2720305,53.71094976,69.68668307,Africa
Angola,1/1/2006,5445,17010366,8664738,8424373,56.9,17680168881,9469459000,7.664511109,69.66618244,21.43772578,36.06330802,79.83727787,Africa
Angola,1/1/2008,7103,18037964,9137357,8883311,58.3,24669478552,15130330000,6.642216007,67.48678003,25.87156835,51.22579473,78.09852295,Africa
Argentina,1/1/1996,11150,35287113,17929307,17293196,73.5,264088895397,111077000000,5.997435207,28.42469524,65.57786473,11.0686849,10.39912715,South America
Argentina,1/1/1998,12268,36134642,18385904,17725318,73.7,296501886736,139788000000,5.617611878,28.56773891,65.81464225,12.93159841,10.38500419,South America
Argentina,1/1/2000,11504,36930709,18811610,18127118,74.3,284203745280,140914000000,4.97122125,27.60868677,67.42008892,11.51927098,10.88546513,South America
Argentina,1/1/2002,9574,37657340,19192610,18483857,74.3,242076212334,144900000000,10.68302098,31.9839571,57.33302055,12.80001371,27.68967572,South America
Argentina,1/1/2004,11135,38340778,19551725,18820316,75,287258675094,162379000000,10.41291605,35.61201328,53.97507265,18.16724816,25.25746664,South America
Argentina,1/1/2006,12913,39023850,19927243,19178104,75.5,340177780212,115863000000,8.39295664,35.64075771,55.96628565,19.2321682,24.75944683,South America
Argentina,1/1/2008,14646,39714298,20322489,19560491,75.5,394594682115,128285000000,9.837195753,32.27771651,57.88508774,20.65042544,24.47541308,South America
Armenia,1/1/1996,2333,3172185,1672266,1499890,69.7,1576172796,520544000,36.82596272,32.58582676,30.58821052,55.98955879,23.2400028,Europe
Armenia,1/1/1998,2636,3109101,1643864,1465118,70.6,1747400619,804227000,33.99572797,30.75511287,35.24915916,52.83943263,19.00302051,Europe
Armenia,1/1/2000,2919,3076098,1629542,1446269,71.4,1911563665,916403000,25.54787016,38.98253935,35.46959049,50.54328924,23.37527851,Europe
Armenia,1/1/2002,3654,3061067,1625651,1434941,71.9,2370398385,1592068000,25.96189882,38.97561282,35.06248836,46.58686856,29.35655104,Europe
Armenia,1/1/2004,4635,3062612,1630346,1431498,72.1,2986190081,1969710000,24.6622,41.12064739,34.21715261,45.30238129,29.73482889,Europe
Armenia,1/1/2006,6020,3069844,1636553,1431922,72.2,3849011238,2003933000,20.45109791,44.65755341,34.89134868,39.2502072,23.35898587,Europe
Armenia,1/1/2008,7383,3079087,1642567,1434520,72.5,4680316716,3418390000,18.39812089,43.54753147,38.05434764,40.65575862,15.0471035,Europe
Azerbaijan,1/1/1996,3329,7845310,4025504,3842831,66.1,3796903404,438310000,27.5296626,39.07732622,33.39301118,55.54765802,29.51570345,Europe
Azerbaijan,1/1/1998,3801,7975648,4099992,3903186,67,4418836182,709197000,18.92896334,36.4568366,44.61420006,54.53126265,22.7023178,Europe
Azerbaijan,1/1/2000,4459,8110723,4165135,3956276,68,5272617196,1328023000,17.14337347,45.33330321,37.52332332,38.37809431,39.0413591,Europe
Azerbaijan,1/1/2002,5338,8280252,4229624,4012848,68.9,6408834566,1479718000,15.17167667,50.17843757,34.64988576,50.04893381,42.76852323,Europe
Azerbaijan,1/1/2004,6435,8479668,4297662,4078324,69.3,7853539689,1948797000,11.84267051,54.71912668,33.43820282,72.71588426,48.78747981,Europe
Azerbaijan,1/1/2006,10711,8701719,4376745,4161521,69.9,13351645755,2586035000,7.500918359,68.71316337,23.78591827,38.75938567,66.50623055,Europe
Azerbaijan,1/1/2008,14365,8943600,4467717,4262816,70.6,18499278246,4309184000,5.970850713,70.22238482,23.80676447,23.46733444,65.7774117,Europe
Bangladesh,1/1/1996,1457,119928682,64305278,66305080,63.2,38247711533,15360235000,25.67601183,24.87186158,49.45212659,18.6932121,11.0843287,Asia
Bangladesh,1/1/1998,1538,124803351,66899655,68792455,64.6,42415457211,15692307000,25.44766787,25.81782773,48.73450439,18.27751426,13.32868318,Asia
Bangladesh,1/1/2000,1632,129592275,69472884,71294025,65.8,47124925462,15740046000,25.51408614,25.2849817,49.20093215,19.22732516,13.98001987,Asia
Bangladesh,1/1/2002,1721,134266428,71993339,73803959,66.8,51800799317,17082737000,22.73041716,26.41135405,50.85822879,19.04703863,14.27597264,Asia
Bangladesh,1/1/2004,1840,138633401,74445778,76280471,67.6,57942340648,20169710000,21.03607584,26.60444978,52.35947438,20.81342307,15.46485287,Asia
Bangladesh,1/1/2006,2038,142353501,76807292,78655799,68.1,65463038830,20534983000,19.61281397,27.90693551,52.48025052,25.24466123,18.97366042,Asia
Bangladesh,1/1/2008,2265,145478300,79076882,80923246,68.4,73983829245,23644325000,19.01069898,28.51401415,52.47528687,28.75147667,20.33960131,Asia
Belarus,1/1/1996,5441,10244354,5433549,4805955,68.1,9641432739,1959769000,17.02530861,38.58655753,44.38813387,50.42488709,46.34996393,Europe
Belarus,1/1/1998,6630,10157409,5392023,4761100,68,11642762781,2388241000,13.8722429,40.60407433,45.52368276,63.9066163,59.05113513,Europe
Belarus,1/1/2000,7300,10057810,5345609,4707938,68.2,12736856485,2139888000,14.15322736,39.17019996,46.67657269,72.39834461,69.21082134,Europe
Belarus,1/1/2002,8144,9963383,5301859,4654904,68.1,14011685603,2897828000,11.7752761,36.98844,51.2362839,67.37454234,63.62751594,Europe
Belarus,1/1/2004,9851,9872110,5260120,4602950,68.4,16715851678,4028932000,10.32874371,40.86908614,48.80217015,74.25017703,67.88633336,Europe
Belarus,1/1/2006,12010,9776823,5217927,4551986,69.2,20123008725,5351633000,9.752111856,42.38290125,47.86498689,64.23379212,60.06131177,Europe
Belarus,1/1/2008,14488,9680690,5175652,4503194,70.1,24103693966,12298801000,9.775957501,44.26013338,45.96390912,68.66172333,60.93775522,Europe
Belize,1/1/1996,6137,226403,112160,114390,70.7,629945630,281101000,17.75389691,21.07562881,61.17047428,50.2746904,50.01219277,North America
Belize,1/1/1998,6220,238457,118414,120647,69.6,676679801,333960000,16.73909478,20.25277981,63.0081254,56.93761306,52.5906294,North America
Belize,1/1/2000,7215,250512,124635,126881,69,832072465,611619000,16.74845489,21.19245621,62.0590889,73.67303663,52.99276016,North America
Belize,1/1/2002,7548,262667,130801,133086,69.4,917848111,853737000,14.77204616,19.76655009,65.46140375,66.12110776,52.55538591,North America
Belize,1/1/2004,8203,274855,136913,139253,70.4,1049766699,957132000,16.46562514,17.69493422,65.83944064,58.59887779,50.64513539,North America
Belize,1/1/2006,8360,287035,143011,145404,70.8,1131878726,1018208000,14.60899105,20.53762236,64.85338659,61.87225716,61.35247526,North America
Belize,1/1/2008,8293,299237,149104,151543,70.7,1187100524,1030868000,12.13027724,22.75150182,65.06895676,70.04489586,61.86651999,North America
Benin,1/1/1996,1414,5821985,2966619,2939706,58.6,1834412163,1592861000,37.66207167,13.72451978,48.61340854,29.52394863,15.78986425,Africa
Benin,1/1/1998,1466,6154708,3144778,3121239,58.8,2035610257,1651222000,38.20574159,13.50342726,48.29083115,27.49913112,17.09043472,Africa
Benin,1/1/2000,1525,6517810,3337644,3321687,59.2,2254838685,1590948000,36.53295211,13.88438983,49.58265807,28.11760352,15.18001785,Africa
Benin,1/1/2002,1586,6937985,3554237,3558689,59.8,2474121747,1836103000,33.760924,13.65053406,52.58854193,27.48505136,13.54321051,Africa
Benin,1/1/2004,1590,7397985,3789672,3821058,60.9,2650301482,1924963000,32.08306052,13.34299878,54.5739407,26.05930222,13.31961463,Africa
Bhutan,1/1/1996,3072,520529,251511,259046,62.7,334630531,113041000,32.51414942,33.33480429,34.15104628,48.01323102,35.48812901,Asia
Bhutan,1/1/1998,3292,540507,262410,267903,63.7,372333013,171041000,31.56128462,32.70725048,35.7314649,52.36867916,33.10001139,Asia
Bhutan,1/1/2000,3596,571262,276616,284559,63.9,427808817,203771000,28.43126645,35.26932832,36.29940522,51.32996575,28.98439827,Asia
Bhutan,1/1/2002,4062,606024,289681,307048,65.5,498509594,377907000,26.98154842,37.89110126,35.12735031,45.16769331,24.9200891,Asia
Bhutan,1/1/2004,4373,642400,302093,331423,66.3,584394624,593255000,25.58247886,38.32955993,36.08796122,49.86925223,31.29265759,Asia
Bhutan,1/1/2006,4767,674681,313794,350170,66.9,679205223,713305000,22.13544844,38.9576342,38.92283109,67.0222208,54.41944697,Asia
Bhutan,1/1/2008,5663,701363,324453,362336,67.6,838356460,692440000,18.97992083,44.477192,36.54288717,57.70979056,46.58583826,Asia
Bolivia,1/1/1996,4152,7637622,3848782,3801111,65.4,7400329012,5192706000,16.37743056,32.27631714,51.3462523,27.27441989,22.58187009,South America
Bolivia,1/1/1998,4384,7971237,4012481,3968568,66.4,8157584561,5613984000,14.66998755,30.36542332,54.96458913,32.58247807,19.69868495,South America
Bolivia,1/1/2000,4330,8307248,4178925,4138446,67.6,8397858206,5785173000,15.00764784,29.79236381,55.19998835,27.32302999,18.27474497,South America
Bolivia,1/1/2002,4335,8646659,4349403,4312236,68.7,8751510220,5005660000,14.89878565,29.29538971,55.80582464,27.71580526,21.6344551,South America
Bolivia,1/1/2004,4464,8982917,4521586,4487576,69.7,9363922319,6221623000,15.37465563,30.9742144,53.65112996,26.32587558,31.13839049,South America
Bolivia,1/1/2006,4716,9306660,4692411,4661415,70.3,10246990606,5799012000,13.87611061,35.08150489,51.04238449,32.7661342,41.77171424,South America
Bolivia,1/1/2008,5066,9618466,4861112,4833001,70.9,11373495913,5537321000,13.46940454,38.35657255,48.17402291,37.9604649,44.906556,South America
Bosnia and Herzegovina,1/1/2000,6158,3693698,1913263,1780315,75.2,5505984456,2773137000,10.58301492,23.02329408,66.39369101,75.50027139,28.69033962,Europe
Bosnia and Herzegovina,1/1/2002,6660,3775883,1957587,1818466,75.7,6052904904,3140308000,10.08915339,21.68100916,68.22983744,70.92935466,24.34741468,Europe
Bosnia and Herzegovina,1/1/2004,7369,3781358,1961868,1819896,75.8,6679017387,5588926000,10.73575207,24.9095356,64.35471234,77.49680365,32.24332752,Europe
Bosnia and Herzegovina,1/1/2006,8242,3781588,1962168,1819320,75.6,7447772288,7242256000,10.41605134,24.68576418,64.89818448,66.74783597,36.65774613,Europe
Bosnia and Herzegovina,1/1/2008,9316,3774164,1957716,1815384,75.9,8388323119,8316369000,7.919462039,29.63494272,62.44559524,77.88623144,41.06450461,Europe
Botswana,1/1/1996,9121,1623704,803532,784231,60.2,4156073604,626529000,4.00520785,53.19068919,42.80410296,37.82742908,54.19141714,Africa
Botswana,1/1/1998,9507,1695587,839059,820965,55.6,5062855231,532171000,3.309939083,54.25826261,42.43179831,42.93535708,48.88109011,Africa
Botswana,1/1/2000,10250,1757925,869475,853079,51.6,5632391130,452755000,2.699366364,52.64947099,44.65116265,41.20117243,53.26487405,Africa
Botswana,1/1/2002,10577,1808103,892997,879046,49.3,6357436299,488423000,2.006503752,54.85503438,43.13846187,35.42715787,46.56926144,Africa
Botswana,1/1/2004,11085,1852243,913184,902308,51,7160256353,510028000,2.030644033,50.95301916,47.01633681,36.89010399,44.22618012,Africa
Botswana,1/1/2006,12241,1900905,936114,928717,57.5,7651617602,382174000,1.829592145,54.278117,43.88181485,30.66387621,47.01432713,Africa
Botswana,1/1/2008,13858,1954822,962329,958793,61.2,8255372642,437634000,1.984370195,52.72829117,45.42190449,41.7771791,42.12054977,Africa
Brazil,1/1/1996,11178,164342524,82866158,81290400,70.5,596173376608,181289000000,5.513685646,25.98401259,68.50230176,8.366098971,6.566741512,South America
Brazil,1/1/1998,11250,169409713,85473547,83688261,71.2,616527313475,241472000000,5.524743214,25.65834676,68.81691003,8.932220265,6.932774825,South America
Brazil,1/1/2000,11461,174425387,88084488,86089959,71.9,644701831101,241552000000,5.602810361,27.73186068,66.66532896,11.74167982,9.978193817,South America
Brazil,1/1/2002,11638,179289227,90663425,88459939,72.5,670512665737,230918000000,6.617711167,27.05185413,66.3304347,12.58297684,14.09662327,South America
Brazil,1/1/2004,12135,183873377,93137253,90726271,73,716959543489,219499000000,6.913279284,30.11378197,62.97293875,12.54814581,16.42509216,South America
Brazil,1/1/2006,12732,187958211,95387353,92771085,73.7,768867489436,193516000000,5.46735679,28.7846659,65.74797731,11.46574528,14.36845084,South America
Brazil,1/1/2008,13906,191543237,97395478,94576028,73.9,857885609996,255614000000,5.914162259,27.90527229,66.19292736,13.47468092,13.6631968,South America
Bulgaria,1/1/1996,8659,8273011,4225763,4047233,70.8,11605673635,10368634000,15.63333526,23.77948716,60.58717758,56.80691939,59.39021938,Europe
Bulgaria,1/1/1998,8976,8130284,4160540,3969695,71.1,11969608572,11404851000,18.38754013,27.29724991,54.31520996,58.08366462,59.0944153,Europe
Bulgaria,1/1/2000,9075,8006158,4104019,3902053,71.7,12903546576,11212252000,13.557276,25.88714082,60.55558318,55.79969403,50.46241313,Europe
Bulgaria,1/1/2002,10220,7892666,4052679,3839906,72.2,14064179291,11478872000,11.84480875,26.93987365,61.21531759,55.53517688,47.44515972,Europe
Bulgaria,1/1/2004,11602,7789180,4006338,3782916,72.4,15839807530,15666480000,10.72842424,27.27025632,62.00131944,63.39209345,51.93084314,Europe
Bulgaria,1/1/2006,13228,7689520,3962022,3727966,72.7,17952499282,20989576000,7.168425199,30.56955653,62.26201827,78.79610847,61.20932185,Europe
Bulgaria,1/1/2008,15368,7591322,3918502,3674020,73.2,20285749709,38045050000,7.157135235,30.41195071,62.43091406,78.73204869,58.21740234,Europe
Burundi,1/1/1996,758,6140258,3195043,3027019,46.6,825682991,1130902000,57.22159774,12.63033178,30.14807048,15.75340126,5.820321034,Africa
Burundi,1/1/1998,763,6223515,3247671,3064354,46.8,851150977,1121832000,46.32378457,16.84251479,36.83370064,19.44027986,7.999789417,Africa
Burundi,1/1/2000,723,6374347,3332366,3140256,47.5,835334807,1108020000,45.95832628,18.79410357,40.80735605,19.93072407,6.58483042,Africa
Burundi,1/1/2002,731,6656071,3477744,3288819,49.4,890414598,1213701000,43.51652999,18.59350938,40.87340063,22.32432432,4.958244862,Africa
Burundi,1/1/2004,709,7039534,3670455,3491628,52.2,922031253,1390365000,44.57780248,18.92341844,40.99740863,33.91561456,7.079715043,Africa
Cambodia,1/1/1996,1117,11458858,6054791,5631232,59.7,2706674885,2353729000,46.59102454,15.705899,37.70307646,43.79756006,25.36400674,Asia
Cambodia,1/1/1998,1176,11986128,6331169,5919990,60,3001981856,2464552000,46.3366343,17.40654963,36.25681607,44.38132721,31.23814579,Asia
Cambodia,1/1/2000,1368,12446949,6578918,6180893,60.9,3654031716,2627897000,37.8411808,23.0264887,39.1323305,61.76329887,49.84623523,Asia
Cambodia,1/1/2002,1516,12845222,6800100,6416735,62.3,4211787743,2900316000,32.87078238,25.61223127,41.51698634,64.27080811,55.42213759,Asia
Cambodia,1/1/2004,1755,13193961,7006868,6639936,63.8,5042604253,3439097000,31.1582804,27.1896035,41.6521161,70.90552225,63.60589491,Asia
Cambodia,1/1/2006,2136,13515884,7219912,6871911,65.2,6325863882,3526749000,31.65481963,27.57344197,40.77173839,76.02207102,68.59402347,Asia
Cambodia,1/1/2008,2442,13822644,7444397,7117611,66.2,7438427180,4214958000,34.85472696,23.80877687,41.33649617,67.77700868,65.5432507,Asia
Cameroon,1/1/1996,2233,14287475,7243100,7172068,56.3,8389769052,11035442000,23.58740156,30.8519096,45.56068884,18.3915083,23.38144448,Africa
Cameroon,1/1/1998,2338,14976200,7600348,7532434,55.5,9261990653,11102722000,25.33391343,29.21819536,45.44789121,17.70634986,21.43044402,Africa
Cameroon,1/1/2000,2404,15678269,7963651,7901805,55,10075040331,10315913000,22.13506273,36.01649667,41.8484406,19.66157522,29.16820912,Africa
Cameroon,1/1/2002,2480,16408085,8339304,8287109,54.7,10952001542,9846962000,22.13631871,32.01627652,45.84740478,20.71663752,25.00430374,Africa
Cameroon,1/1/2004,2540,17165267,8728224,8688463,54.7,11815245845,10290072000,20.47350463,30.67039288,48.85610249,19.83076196,22.71028811,Africa
Cameroon,1/1/2006,2547,17948395,9131918,9105960,55.7,12476049222,3228530000,19.85714544,31.39274325,48.75011132,20.95339547,29.30477375,Africa
Cape Verde,1/1/1996,2568,404166,214423,192295,69.2,385103611,201467000,12.47956684,19.2839146,67.24982218,54.37863317,20.19915754,Africa
Cape Verde,1/1/1998,3082,421203,222625,200445,69.5,449397102,244505000,10.97396804,17.02309868,71.39980248,55.28320556,22.7961529,Africa
Cape Verde,1/1/2000,3772,437238,230598,208373,70.1,539227053,316510000,12.9048908,15.32435409,71.77075511,60.51338977,27.00721855,Africa
Cape Verde,1/1/2002,3910,452740,238482,216224,70.8,602555643,384989000,10.37165448,14.72157027,74.90677525,68.54474559,32.54495665,Africa
Cape Verde,1/1/2004,4352,466784,246148,223880,71.4,657771851,461602000,9.883436401,15.03778613,75.07877747,69.56299693,32.0041731,Africa
Cape Verde,1/1/2006,4937,478267,253454,231205,72.2,771724177,522126000,8.337783054,16.03706548,75.62515146,72.68449195,45.13220524,Africa
Cape Verde,1/1/2008,6031,487371,260436,238236,72.9,890437200,624564000,6.390294641,16.8437114,76.52560444,78.92861847,45.3363987,Africa
Chad,1/1/1996,1032,7219081,3715358,3642377,53.3,1245111272,948053000,39.00421791,12.92970631,48.06607578,29.06652395,17.54350925,Africa
Chad,1/1/1998,1090,7689836,3960711,3887471,52.7,1406950491,1031523000,40.81711133,13.47019398,45.71269469,29.56735683,18.49162606,Africa
Chad,1/1/2000,998,8222327,4237530,4164166,52.4,1385050964,1090821000,42.31419695,11.34404744,46.34175561,34.68107558,16.89009643,Africa
Chad,1/1/2002,1120,8831199,4552775,4479579,52.7,1677840504,1266703000,39.44327228,14.83933895,45.71738878,113.6608673,12.6899406,Africa
Chad,1/1/2004,1592,9474792,4884972,4812465,53.2,2572160416,1640799000,23.46974651,47.12495166,29.40530183,50.75973287,51.00885806,Africa
Chad,1/1/2006,1755,10084087,5198557,5127652,53.7,3024016949,1707292000,11.65586209,60.59258257,27.75155534,41.1399939,63.15239917,Africa
Chad,1/1/2008,1753,10653762,5491052,5422615,54.8,3017944723,1749440000,13.63036745,48.84215004,37.5274825,50.2,52.8,Africa
Chile,1/1/1996,13498,14630769,7396066,7235034,75.6,65907537053,27459444000,6.042556175,40.222471,53.73497282,28.96517364,27.27677488,South America
Chile,1/1/1998,14450,15039162,7601483,7437721,76.5,72531163202,33695023000,6.121745233,37.45867207,56.4195827,29.56598207,26.29991077,South America
Chile,1/1/2000,14614,15419820,7792794,7625910,77.2,75210511780,37261012000,6.113242169,38.39598342,55.49077441,29.73251794,29.28715138,South America
Chile,1/1/2002,15075,15783991,7974930,7805222,77.6,79448554863,41189229000,5.730756865,39.50405421,54.76518892,31.62046028,31.54330541,South America
Chile,1/1/2004,16260,16132209,8149758,7977059,78.1,87548035975,43773850000,4.719359818,41.2015118,54.07912838,31.58487049,37.85515411,South America
Chile,1/1/2006,17554,16468677,8321894,8145362,78.6,96486092629,48052041000,4.114561963,48.64698799,47.23325476,30.7087922,42.50489291,South America
Chile,1/1/2008,18698,16795593,8492631,8311321,78.9,104806280194,64276507000,3.629118956,45.4819935,50.88975336,41.07065621,41.50668497,South America
China,1/1/1996,2775,1226134423,590646567,632436827,69.9,872064241732,128817000000,19.69102205,47.53669043,32.77228752,18.0037086,20.05385556,Asia
China,1/1/1998,3205,1249020152,601261446,644731372,70.7,1027513181078,143982000000,17.55598209,46.21217507,36.23184285,16.0466548,20.34659897,Asia
China,1/1/2000,3678,1269116737,610932060,656021748,71.5,1198474934199,145711000000,15.06301182,45.91665049,39.02033768,20.91722011,23.32640567,Asia
China,1/1/2002,4285,1285933789,619654898,666328615,72.4,1416061653927,186114000000,13.74273287,44.78982432,41.46744282,22.56200572,25.13333351,Asia
China,1/1/2004,5127,1300552134,627754136,675912374,73.4,1714992269071,247679000000,13.39312146,46.22533667,40.38154187,31.4003424,33.9517253,Asia
China,1/1/2006,6360,1314581402,635632737,685090957,74.4,2151202267702,325260000000,11.11345205,47.94848958,40.93805838,31.43326347,39.13380833,Asia
China,1/1/2008,7880,1328275524,643425191,693985985,75.1,2692513596728,378245000000,10.73156846,47.44646307,41.82196847,27.26426556,34.97950937,Asia
Colombia,1/1/1996,8664,37112621,18777424,18341789,71.8,96456010347,28895541000,13.82056547,30.76418536,55.41524917,20.84464548,15.1994617,South America
Colombia,1/1/1998,8701,38439099,19463865,18983151,72.2,100333178358,33084910000,14.2628143,28.37174901,57.36543669,20.90157222,15.00735084,South America
Colombia,1/1/2000,8414,39764166,20147237,19625668,72.5,100363791871,33936564000,8.938650137,29.46932648,61.59202338,16.74501689,15.91513972,South America
Colombia,1/1/2002,8488,41078136,20824898,20262526,72.9,104603036182,33204588000,8.786695441,29.69258213,61.52072243,18.20499202,14.81556968,South America
Colombia,1/1/2004,9005,42385712,21498952,20895952,73.7,114498365688,37910899000,8.468114458,32.25300679,59.27887876,19.25889259,16.77075142,South America
Colombia,1/1/2006,9759,43696540,22174471,21530015,74.5,127916765207,38319845000,8.11395643,33.92861865,57.95742492,20.66037802,17.63749746,South America
Colombia,1/1/2008,10489,45005782,22849631,22162465,75.1,141593861545,46886786000,7.619722387,34.54144982,57.83882779,20.27222542,17.78948399,South America
Comoros,1/1/1996,1413,507062,251943,252977,58.9,185375167,226445000,40.89130631,11.9425095,47.16618419,41.38094807,18.32368373,Africa
Comoros,1/1/1998,1416,533754,263430,264679,59.4,195319987,235277000,40.92945658,11.94296087,47.12758255,37.25695938,11.35431204,Africa
Comoros,1/1/2000,1391,562469,275267,276730,60.2,201900820,236550000,48.55360201,11.51973651,39.92666148,32.53656862,16.73669663,Africa
Comoros,1/1/2002,1513,593170,287517,289195,60.9,217279133,274569000,50.15182297,11.58892221,38.25925482,30.75944643,15.7312271,Africa
Comoros,1/1/2004,1495,625876,300411,302304,61.6,222121733,307446000,50.93530102,12.198484,36.86621498,32.97584891,15.11393075,Africa
Comoros,1/1/2006,1499,660559,314328,316441,62.2,234393021,296094000,45.17689802,11.81343278,43.0096692,38.61011675,14.19671882,Africa
Comoros,1/1/2008,1440,697034,329196,331526,62.6,237840251,281295000,45.81208285,11.97952903,42.20838812,48.2827568,13.90981033,Africa
"Congo, Dem. Rep.",1/1/1996,698,45295039,23391950,22815896,51.3,5203252472,12829915000,33.55157912,32.63564957,33.81277131,30.31349395,30.00276338,Africa
"Congo, Dem. Rep.",1/1/1998,622,47373590,24498936,23919574,52.1,4831221421,13202695000,47.48193579,20.87741322,31.64065099,32.88921843,29.79008828,Africa
"Congo, Dem. Rep.",1/1/2000,531,49626200,25704715,25124533,52.5,4305797176,11692447000,49.97223014,20.29641764,29.73135222,21.37327505,22.39188166,Africa
"Congo, Dem. Rep.",1/1/2002,507,52491329,27232148,26652561,52.9,4361586318,10059516000,51.00512202,21.49927632,27.49560166,26.07455087,21.10334812,Africa
"Congo, Dem. Rep.",1/1/2004,539,55754885,28957800,28379202,53.8,4920560759,11433896000,47.25902987,24.45105062,28.28991952,39.16856575,30.67507685,Africa
"Congo, Dem. Rep.",1/1/2006,569,59088415,30689559,30110240,54.6,5599793442,11243695000,45.66865839,27.73236677,26.59897483,44.35597809,34.20510993,Africa
"Congo, Dem. Rep.",1/1/2008,607,62474901,32419585,31837050,55.4,6316453096,12198942000,40.2144267,27.95945277,31.82612054,38.55599775,61.3007213,Africa
"Congo, Rep.",1/1/1996,4782,2810118,1423623,1411760,52.3,2980610185,5122020000,8.986689236,51.84273294,39.17057783,59.95229668,68.45821343,Africa
"Congo, Rep.",1/1/1998,4657,2973329,1470148,1457987,50.6,3072347405,5003569000,10.95556908,46.05686462,42.9875663,72.62403269,76.27762977,Africa
"Congo, Rep.",1/1/2000,4623,3135773,1523775,1511733,52.6,3219893817,4785560000,5.304252999,72.15267176,22.54307525,43.61378408,80.29714722,Africa
"Congo, Rep.",1/1/2002,4778,3288923,1595517,1584143,53.6,3495993272,5040673000,6.261580123,63.31892251,30.41949736,53.94080479,81.51642548,Africa
"Congo, Rep.",1/1/2004,4745,3445765,1675646,1665406,55.4,3647299861,6295621000,5.509406303,65.86448408,28.62610962,50.83840589,80.52979283,Africa
"Congo, Rep.",1/1/2006,5138,3628561,1747438,1738635,57.2,4173100882,7005094000,3.960322565,75.50091525,20.53876218,65.61996668,84.15967781,Africa
"Congo, Rep.",1/1/2008,5022,3836339,1811145,1804007,58.6,4335494474,5484770000,3.676951204,77.41366144,18.90938735,47.00248223,75.15148738,Africa
Costa Rica,1/1/1996,8357,3557095,1753100,1813840,76.8,12647402445,3450244000,12.84740575,29.03699451,58.11559974,42.78617863,39.31493466,North America
Costa Rica,1/1/1998,9095,3740578,1843453,1906952,77.2,14474254065,3906448000,12.8332588,29.80093081,57.36581039,50.10928525,47.46391068,North America
Costa Rica,1/1/2000,9564,3919180,1932277,1998586,77.7,15946443261,4642113000,9.456535752,32.08413437,58.45932988,45.76620013,48.62292161,North America
Costa Rica,1/1/2002,9548,4083197,2015588,2084694,78.1,16585867507,5013109000,8.535846541,29.0929418,62.37121166,47.63327842,42.38635644,North America
